"","abilities","against_bug","against_dark","against_dragon","against_electric","against_fairy","against_fighting","against_fire","against_flying","against_ghost","against_grass","against_ground","against_ice","against_normal","against_poison","against_psychic","against_rock","against_steel","against_water","attack","base_egg_steps","base_happiness","base_total","capture_rate","classfication","defense","experience_growth","height_m","hp","japanese_name","name","percentage_male","pokedex_number","sp_attack","sp_defense","speed","type1","type2","weight_kg","generation","is_legendary","sprite","est_damage_output","est_damage_taken"
"668","['Rivalry', 'Unnerve', 'Moxie']",0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,68,5120,70,507,"65","Royal Pokémon",72,1059860,1.5,86,"Kaenjishiカエンジシ","Pyroar",11.2,668,109,66,106,"fire","normal",81.5,"6","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/668.png",1.24647887323944,0.950126262626263
"669","['Flower Veil', 'Symbiosis']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,38,5120,70,303,"225","Single Bloom Pokémon",39,1000000,0.1,44,"Flabebeフラベベ","Flabébé",0,669,61,79,42,"fairy",NA,0.1,"6","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/669.png",0.692156862745098,1.30720545277507
"670","['Flower Veil', 'Symbiosis']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,65,5120,70,551,"120","Fairy Pokémon",67,1000000,0.2,74,"Floetteフラエッテ","Floette",0,670,125,128,92,"fairy",NA,0.9,"6","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/670.png",1.32619047619048,0.779792444029851
"671","['Flower Veil', 'Symbiosis']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,65,5120,70,552,"45","Garden Pokémon",68,1000000,1.1,78,"Florgesフラージェス","Florges",0,671,112,154,75,"fairy",NA,10,"6","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/671.png",1.23333333333333,0.722402597402597
"672","['Sap Sipper', 'Grass Pelt']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,65,5120,70,350,"200","Mount Pokémon",48,1000000,0.9,66,"Meecleメェークル","Skiddo",50,672,62,57,52,"grass",NA,31,"6","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/672.png",0.851785714285714,1.07456140350877
"673","['Sap Sipper', 'Grass Pelt']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,100,5120,70,531,"45","Mount Pokémon",62,1000000,1.7,123,"Gogoatゴーゴート","Gogoat",50,673,97,81,68,"grass",NA,91,"6","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/673.png",1.32152924594785,0.79500199123855
"674","['Iron Fist', 'Mold Breaker', 'Scrappy']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,82,6400,70,348,"220","Playful Pokémon",62,1000000,0.6,67,"Yanchamヤンチャム","Pancham",50,674,46,48,43,"fighting",NA,8,"6","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/674.png",0.909169363538296,1.17775537634409
"675","['Iron Fist', 'Mold Breaker', 'Scrappy']",1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,124,6400,70,495,"65","Daunting Pokémon",78,1000000,2.1,95,"Gorondaゴロンダ","Pangoro",50,675,69,71,58,"fighting","dark",136,"6","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/675.png",1.35,0.861592632719393
"676","['Fur Coat']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,5120,70,472,"160","Poodle Pokémon",60,1000000,1.2,75,"Trimmienトリミアン","Furfrou",50,676,65,90,102,"normal",NA,28,"6","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/676.png",1.07967032967033,0.902777777777778
"677","['Keen Eye', 'Infiltrator', 'Own Tempo']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,48,5120,70,355,"190","Restraint Pokémon",54,1000000,0.3,62,"Nyasperニャスパー","Espurr",50,677,63,60,68,"psychic",NA,3.5,"6","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/677.png",0.856363636363636,1.18055555555556
"678","['Keen Eye', 'Infiltrator', 'Prankster', 'Competitive']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,48,5120,70,466,"75","Constraint Pokémon",76,1000000,0.6,74,"Nyaonixニャオニクス","Meowstic",50,678,83,81,104,"psychic",NA,8.5,"6","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/678.png",1.03452380952381,0.858836907082521
"679","['No Guard']",0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,80,5120,70,325,"180","Sword Pokémon",100,1000000,0.8,45,"Hitotsukiヒトツキ","Honedge",50,679,35,37,28,"steel","ghost",2,"6","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/679.png",0.430605336519315,1.08310810810811
"680","['No Guard']",0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,110,5120,70,448,"90","Sword Pokémon",150,1000000,0.8,59,"Nidangillニダンギル","Doublade",50,680,45,49,35,"steel","ghost",4.5,"6","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/680.png",0.578358208955224,0.792517006802721
"681","['Stance Change']",0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,150,5120,70,520,"45","Royal Sword Pokémon",50,1000000,1.7,60,"Gillgardギルガルド","Aegislash",50,681,150,50,60,"steel","ghost",53,"6","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/681.png",1.13247863247863,1.25
"682","['Healer', 'Aroma Veil']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,52,5120,70,341,"200","Perfume Pokémon",60,1000000,0.2,78,"Shushupuシュシュプ","Spritzee",50,682,63,65,23,"fairy",NA,0.5,"6","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/682.png",0.803921568627451,1.09935897435897
"683","['Healer', 'Aroma Veil']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,72,5120,70,462,"140","Fragrance Pokémon",72,1000000,0.8,101,"Frefuwanフレフワン","Aromatisse",50,683,99,89,29,"fairy",NA,15.5,"6","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/683.png",1.19017857142857,0.864544319600499
"684","['Sweet Veil', 'Unburden']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,48,5120,70,341,"200","Cotton Candy Pokémon",66,1000000,0.4,62,"Peroppafuペロッパフ","Swirlix",50,684,59,57,49,"fairy",NA,3.5,"6","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/684.png",0.747058823529412,1.12041467304625
"685","['Sweet Veil', 'Unburden']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,80,5120,70,480,"140","Meringue Pokémon",86,1000000,0.8,82,"Peroreamペロリーム","Slurpuff",50,685,85,75,72,"fairy",NA,5,"6","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/685.png",1.1538112522686,0.856589147286822
"686","['Contrary', 'Suction Cups', 'Infiltrator']",4,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,54,5120,70,288,"190","Revolving Pokémon",53,1000000,0.4,53,"Maaiikaマーイーカ","Inkay",50,686,37,46,45,"dark","psychic",3.5,"6","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/686.png",0.694047619047619,1.39971287940935
"687","['Contrary', 'Suction Cups', 'Infiltrator']",4,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,92,5120,70,482,"80","Overturning Pokémon",88,1000000,1.5,86,"Calamaneroカラマネロ","Malamar",50,687,68,75,73,"dark","psychic",47,"6","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/687.png",1.22380952380952,0.850757575757576
"688","['Tough Claws', 'Sniper', 'Pickpocket']",1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,52,5120,70,306,"120","Two-Handed Pokémon",67,1000000,0.5,42,"Kameteteカメテテ","Binacle",50,688,39,56,50,"rock","water",31,"6","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/688.png",0.629411764705882,1.25186567164179
"689","['Tough Claws', 'Sniper', 'Pickpocket']",1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,105,5120,70,500,"45","Collective Pokémon",115,1000000,1.3,72,"Gamenodesガメノデス","Barbaracle",50,689,54,86,68,"rock","water",96,"6","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/689.png",1.09420289855072,0.776794742163802
"690","['Poison Point', 'Poison Touch', 'Adaptability']",0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,60,5120,70,320,"225","Mock Kelp Pokémon",60,1000000,0.5,50,"Kuzumoクズモー","Skrelp",50,690,60,60,30,"poison","water",7.3,"6","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/690.png",0.714285714285714,1.08333333333333
"691","['Poison Point', 'Poison Touch', 'Adaptability']",0.5,1,2,0.5,1,0.5,0.5,1,1,0.25,2,2,1,0.5,2,1,1,0.5,75,5120,70,494,"55","Mock Kelp Pokémon",90,1000000,1.8,65,"Dramidoroドラミドロ","Dragalge",50,691,97,123,44,"poison","dragon",81.5,"6","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/691.png",0.951702786377709,0.629674796747967
"692","['Mega Launcher']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,53,3840,70,330,"225","Water Gun Pokémon",62,1250000,0.5,50,"Udeppouウデッポウ","Clauncher",50,692,58,63,44,"water",NA,8.3,"6","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/692.png",0.763888888888889,1.04454685099846
"693","['Mega Launcher']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,73,3840,70,500,"55","Howitzer Pokémon",88,1250000,1.3,71,"Blosterブロスター","Clawitzer",50,693,120,89,59,"water",NA,35.3,"6","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/693.png",1.323671841618,0.736721144024515
"694","['Dry Skin', 'Sand Veil', 'Solar Power']",1,1,1,0.5,1,2,1,0.5,0,1,2,1,1,1,1,1,0.5,1,38,5120,70,289,"190","Generator Pokémon",33,1000000,0.5,44,"Erikiteruエリキテル","Helioptile",50,694,61,43,70,"electric","normal",6,"6","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/694.png",0.740659340659341,1.86222692036646
"695","['Dry Skin', 'Sand Veil', 'Solar Power']",1,1,1,0.5,1,2,1,0.5,0,1,2,1,1,1,1,1,0.5,1,55,5120,70,481,"75","Generator Pokémon",52,1000000,1,62,"Elezardエレザード","Heliolisk",50,695,109,94,109,"electric","normal",21,"6","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/695.png",1.22614361341116,1.02905073649754
"696","['Strong Jaw', 'Sturdy']",1,1,2,0.5,2,2,0.25,0.5,1,1,2,2,0.5,0.5,1,1,2,1,89,7680,70,362,"45","Royal Heir Pokémon",77,1000000,0.8,58,"Chigorasチゴラス","Tyrunt",88.1,696,45,45,48,"rock","dragon",26,"6","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/696.png",0.916964285714286,1.33838383838384
"697","['Strong Jaw', 'Rock Head']",1,1,2,0.5,2,2,0.25,0.5,1,1,2,2,0.5,0.5,1,1,2,1,121,7680,70,521,"45","Despot Pokémon",119,1000000,2.5,82,"Gachigorasガチゴラス","Tyrantrum",88.1,697,69,59,71,"rock","dragon",270,"6","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/697.png",1.30273752012882,0.96994730095428
"698","['Refrigerate', 'Snow Warning']",1,1,1,1,1,4,1,0.5,1,2,2,0.5,0.5,0.5,1,2,4,2,59,7680,70,362,"45","Tundra Pokémon",50,1000000,1.3,77,"Amarusアマルス","Amaura",88.1,698,67,63,46,"rock","ice",25.2,"6","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/698.png",1.19909090909091,1.39365079365079
"699","['Refrigerate', 'Snow Warning']",1,1,1,1,1,4,1,0.5,1,2,2,0.5,0.5,0.5,1,2,4,2,77,7680,70,521,"45","Tundra Pokémon",72,1000000,2.7,123,"Amarurugaアマルルガ","Aurorus",88.1,699,99,92,58,"rock","ice",225,"6","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/699.png",1.67037037037037,0.960144927536232
"700","['Cute Charm', 'Pixilate']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,65,8960,70,525,"45","Intertwining Pokémon",65,1000000,1,95,"Nymphiaニンフィア","Sylveon",88.1,700,110,130,60,"fairy",NA,23.5,"6","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/700.png",1.219853366776,0.788461538461538
"701","['Limber', 'Unburden', 'Mold Breaker']",0.25,0.5,1,2,2,0.5,1,2,1,0.5,0,2,1,1,2,1,1,1,92,5120,70,500,"100","Wrestling Pokémon",75,1000000,0.8,78,"Luchabullルチャブル","Hawlucha",50,701,74,63,118,"fighting","flying",21.5,"6","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/701.png",1.10666666666667,0.93015873015873
"702","['Cheek Pouch', 'Pickup', 'Plus']",0.5,0.5,0,0.5,1,0.5,1,0.5,1,1,2,1,1,2,1,1,1,1,58,5120,70,431,"180","Antenna Pokémon",57,1000000,0.2,67,"Dedenneデデンネ","Dedenne",50,702,81,67,101,"electric","fairy",2.2,"6","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/702.png",0.926666666666667,1.12333071484682
"703","['Clear Body', 'Sturdy']",0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2,50,6400,70,500,"60","Jewel Pokémon",150,1250000,0.3,50,"Melecieメレシー","Carbink",NA,703,50,150,50,"rock","fairy",5.7,"6","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/703.png",0.714285714285714,0.516666666666667
"704","['Sap Sipper', 'Hydration', 'Gooey']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,50,10240,35,300,"45","Soft Tissue Pokémon",35,1250000,0.3,45,"Numeraヌメラ","Goomy",50,704,55,75,40,"dragon",NA,2.8,"6","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/704.png",0.65625,1.46666666666667
"705","['Sap Sipper', 'Hydration', 'Gooey']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,75,10240,35,452,"45","Soft Tissue Pokémon",53,1250000,0.8,68,"Numeilヌメイル","Sliggoo",50,705,83,113,60,"dragon",NA,17.5,"6","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/705.png",0.9875,0.970111871764902
"706","['Sap Sipper', 'Hydration', 'Gooey']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,100,10240,35,600,"45","Dragon Pokémon",70,1250000,2,90,"Numelgonヌメルゴン","Goodra",50,706,110,150,80,"dragon",NA,150.5,"6","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/706.png",1.3125,0.733333333333333
"707","['Prankster', 'Magician']",0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,80,5120,70,470,"75","Key Ring Pokémon",91,800000,0.2,57,"Cleffyクレッフィ","Klefki",50,707,80,87,75,"steel","fairy",3,"6","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/707.png",0.747663551401869,0.69312871037009
"708","['Natural Cure', 'Frisk', 'Harvest']",1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,70,5120,70,309,"120","Stump Pokémon",48,1000000,0.4,43,"Bokureiボクレー","Phantump",50,708,50,60,38,"ghost","grass",7,"6","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/708.png",0.616161616161616,1.32291666666667
"709","['Natural Cure', 'Frisk', 'Harvest']",1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,110,5120,70,474,"60","Elder Tree Pokémon",76,1000000,1.5,85,"Ohrotオーロット","Trevenant",50,709,65,82,56,"ghost","grass",71,"6","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/709.png",0.897916666666667,0.89216944801027
"710","['Pickup', 'Frisk', 'Insomnia']",1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,66,5120,70,335,"120","Pumpkin Pokémon",70,1000000,0.8,59,"Bakecchaバケッチャ","Pumpkaboo",50,710,44,55,41,"ghost","grass",15,"6","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/710.png",0.56375,1.12987012987013
"711","['Pickup', 'Frisk', 'Insomnia']",1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,100,5120,70,494,"60","Pumpkin Pokémon",122,1000000,1.7,85,"Pumpjinパンプジン","Gourgeist",50,711,58,75,54,"ghost","grass",39,"6","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/711.png",0.810833333333333,0.743169398907104
"712","['Own Tempo', 'Ice Body', 'Sturdy']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,69,5120,70,304,"190","Ice Chunk Pokémon",85,1000000,1,55,"Kachikohruカチコール","Bergmite",50,712,32,35,28,"ice",NA,99.5,"6","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/712.png",0.841666666666667,1.38655462184874
"713","['Own Tempo', 'Ice Body', 'Sturdy']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,117,5120,70,514,"55","Iceberg Pokémon",184,1000000,2,95,"Crebaseクレベース","Avalugg",50,713,44,46,28,"ice",NA,505,"6","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/713.png",1.34166666666667,0.910326086956522
"714","['Frisk', 'Infiltrator', 'Telepathy']",0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,30,5120,70,245,"190","Sound Wave Pokémon",35,1000000,0.5,40,"Onbatオンバット","Noibat",50,714,45,40,55,"flying","dragon",8,"6","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/714.png",0.423455854490337,2.00892857142857
"715","['Frisk', 'Infiltrator', 'Telepathy']",0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,70,5120,70,535,"45","Sound Wave Pokémon",80,1000000,1.5,85,"Onvernオンバーン","Noivern",50,715,97,80,123,"flying","dragon",85,"6","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/715.png",0.942857142857143,0.9375
"716","['Fairy Aura']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,131,30720,0,680,"45","Life Pokémon",95,1250000,3,126,"Xerneasゼルネアス","Xerneas",NA,716,131,98,99,"fairy",NA,215,"6","TRUE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/716.png",1.8250773993808,0.704081632653061
"717","['Dark Aura']",1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,131,30720,0,680,"45","Destruction Pokémon",95,1250000,5.8,126,"Yveltalイベルタル","Yveltal",NA,717,131,98,99,"dark","flying",203,"6","TRUE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/717.png",1.8250773993808,0.725241675617615
"718","['Aura Break', 'Power Construct']",1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,100,30720,0,708,"3","Order Pokémon",121,1250000,5,216,"Zygarde (10% Forme)ジガルデ","Zygarde",NA,718,91,95,85,"dragon","ground",284.6,"6","TRUE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/718.png",1.31228070175439,0.657677250978686
"719","['Clear Body']",0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2,160,6400,70,700,"3","Jewel Pokémon",110,1250000,0.7,50,"Diancieディアンシー","Diancie",NA,719,160,110,110,"rock","fairy",8.8,"6","TRUE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/719.png",2.28571428571429,0.704545454545455
"720","['Magician']",1,4,1,1,1,0,1,1,4,1,1,1,0,0.5,0.5,1,1,1,160,30720,100,680,"3","Mischief Pokémon (Confined)Djinn Pokémonn (Unbound)",60,1250000,NA,80,"Hoopa (imashimerareshi Hoopa)フーパ","Hoopa",NA,720,170,130,80,"psychic","ghost",NA,"6","TRUE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/720.png",2.06666666666667,0.830128205128205
"721","['Water Absorb']",0.5,1,1,2,0.5,1,0.25,1,1,1,2,0.25,1,1,1,2,0.25,1,110,30720,100,600,"3","Steam Pokémon",120,1250000,1.7,80,"Volcanionボルケニオン","Volcanion",NA,721,130,90,70,"fire","water",195,"6","TRUE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/721.png",1.69963702359347,0.631944444444444
"722","['Overgrow', 'Long Reach']",1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,55,3840,70,320,"45","Grass Quill Pokémon",55,1059860,0.3,68,"Mokurohモクロー","Rowlet",88.1,722,50,50,42,"grass","flying",1.5,"7","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/722.png",0.7,1.04545454545455
"723","['Overgrow', 'Long Reach']",1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,75,3840,70,420,"45","Blade Quill Pokémon",75,1059860,0.7,78,"Fukuthrowフクスロー","Dartrix",88.1,723,70,70,52,"grass","flying",16,"7","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/723.png",0.966666666666667,0.759523809523809
"724","['Overgrow', 'Long Reach']",1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,107,3840,70,530,"45","Arrow Quill Pokémon",75,1059860,1.6,78,"Junaiperジュナイパー","Decidueye",88.1,724,100,100,70,"grass","ghost",36.6,"7","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/724.png",1.06614255765199,0.651666666666667
"725","['Blaze', 'Intimidate']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,65,3840,70,320,"45","Fire Cat Pokémon",40,1059860,0.4,45,"Nyabbyニャビー","Litten",88.1,725,60,40,70,"fire",NA,4.3,"7","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/725.png",0.880281690140845,1.625
"726","['Blaze', 'Intimidate']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,85,3840,70,420,"45","Fire Cat Pokémon",50,1059860,0.7,65,"Nyaheatニャヒート","Torracat",88.1,726,80,50,90,"fire",NA,25,"7","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/726.png",1.16197183098592,1.3
"727","['Blaze', 'Intimidate']",1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2,115,3840,70,530,"45","Heel Pokémon",90,1059860,1.8,95,"Gaogaenガオガエン","Incineroar",88.1,727,80,90,60,"fire","dark",83,"7","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/727.png",1.39285714285714,0.722222222222222
"728","['Torrent', 'Liquid Voice']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,54,3840,70,320,"45","Sea Lion Pokémon",54,1059860,0.4,50,"Ashimariアシマリ","Popplio",88.1,728,66,56,40,"water",NA,7.5,"7","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/728.png",0.825339366515837,1.19212962962963
"729","['Torrent', 'Liquid Voice']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,69,3840,70,420,"45","Pop Star Pokémon",69,1059860,0.6,60,"Osyamariオシャマリ","Brionne",88.1,729,91,81,50,"water",NA,17.5,"7","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/729.png",1.10166666666667,0.881642512077295
"730","['Torrent', 'Liquid Voice']",0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5,74,3840,70,530,"45","Soloist Pokémon",74,1059860,1.8,80,"Ashireneアシレーヌ","Primarina",88.1,730,126,116,60,"water","fairy",44,"7","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/730.png",1.19867149758454,0.731593662628145
"731","['Keen Eye', 'Skill Link', 'Pickup']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,75,3840,70,265,"255","Woodpecker Pokémon",30,1000000,0.3,35,"Tsutsukeraツツケラ","Pikipek",50,731,30,30,65,"normal","flying",1.2,"7","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/731.png",0.713903743315508,2.16666666666667
"732","['Keen Eye', 'Skill Link', 'Pickup']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,85,3840,70,355,"120","Bugle Beak Pokémon",50,1000000,0.6,55,"Kerarappaケララッパ","Trumbeak",50,732,40,50,75,"normal","flying",14.8,"7","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/732.png",0.850455514634619,1.3
"733","['Keen Eye', 'Skill Link', 'Sheer Force']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,120,3840,70,485,"45","Cannon Pokémon",75,1000000,1.1,80,"Dodekabashiドデカバシ","Toucannon",50,733,75,75,60,"normal","flying",26,"7","FALSE","http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/733.png",1.32758620689655,0.866666666666667
