"abilities","against_bug","against_dark","against_dragon","against_electric","against_fairy","against_fighting","against_fire","against_flying","against_ghost","against_grass","against_ground","against_ice","against_normal","against_poison","against_psychic","against_rock","against_steel","against_water","attack","base_egg_steps","base_happiness","base_total","capture_rate","classfication","defense","experience_growth","hp","japanese_name","name","percentage_male","pokedex_number","sp_attack","sp_defense","speed","generation","is_legendary","sprite","icon","type","type1","type2","height_ft","height_m","weight_lbs","weight_kgs","bmi","avg_total"
"['Blaze', 'Magician']",1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2,69,5120,70,534,45,"Fox Pokémon",72,1059860,75,"Mahoxyマフォクシー","Delphox",88.1,655,114,100,104,6,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/655.png","http://cdn.bulbagarden.net/upload/f/f8/655MS.png","Fire/Psychic","Fire","Psychic","4′11″",1.5,86,39,17.3,89
"['Torrent', 'Protean']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,56,5120,70,314,45,"Bubble Frog Pokémon",40,1059860,41,"Keromatsuケロマツ","Froakie",88.1,656,62,44,71,6,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/656.png","http://cdn.bulbagarden.net/upload/d/d4/656MS.png","Water","Water","","1′00″",0.3,15.4,7,77.8,52.3333333333333
"['Torrent', 'Protean']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,63,5120,70,405,45,"Bubble Frog Pokémon",52,1059860,54,"Gekogashiraゲコガシラ","Frogadier",88.1,657,83,56,97,6,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/657.png","http://cdn.bulbagarden.net/upload/1/15/657MS.png","Water","Water","","2′00″",0.6,24,10.9,30.3,67.5
"['Torrent', 'Protean', 'Battle Bond']",2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,145,5120,70,640,45,"Ninja Pokémon",67,1059860,72,"Gekkougaゲッコウガ","Greninja",88.1,658,153,71,132,6,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/658.png","http://cdn.bulbagarden.net/upload/8/87/658MS.png","Water/Dark","Water","Dark","4′11″",1.5,88.2,40,17.8,106.666666666667
"['Pickup', 'Cheek Pouch', 'Huge Power']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,36,3840,70,237,255,"Digging Pokémon",38,1000000,38,"Horubeeホルビー","Bunnelby",50,659,32,36,57,6,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/659.png","http://cdn.bulbagarden.net/upload/e/e2/659MS.png","Normal","Normal","","1′04″",0.4,11,5,31.3,39.5
"['Pickup', 'Cheek Pouch', 'Huge Power']",1,1,1,0,1,2,1,1,0,2,1,2,1,0.5,1,0.5,1,2,56,3840,70,423,127,"Digging Pokémon",77,1000000,85,"Horudoホルード","Diggersby",50,660,50,77,78,6,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/660.png","http://cdn.bulbagarden.net/upload/0/05/660MS.png","Normal/Ground","Normal","Ground","3′03″",1,93.5,42.4,42.4,70.5
"['Big Pecks', 'Gale Wings']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,50,3840,70,278,255,"Tiny Robin Pokémon",43,1059860,45,"Yayakomaヤヤコマ","Fletchling",50,661,40,38,62,6,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/661.png","http://cdn.bulbagarden.net/upload/9/9c/661MS.png","Normal/Flying","Normal","Flying","1′00″",0.3,3.7,1.7,18.9,46.3333333333333
"['Flame Body', 'Gale Wings']",0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,73,3840,70,382,120,"Ember Pokémon",55,1059860,62,"Hinoyakomaヒノヤコマ","Fletchinder",50,662,56,52,84,6,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/662.png","http://cdn.bulbagarden.net/upload/5/56/662MS.png","Fire/Flying","Fire","Flying","2′04″",0.7,35.3,16,32.7,63.6666666666667
"['Flame Body', 'Gale Wings']",0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,81,3840,70,499,45,"Scorching Pokémon",71,1059860,78,"Fiarrowファイアロー","Talonflame",50,663,74,69,126,6,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/663.png","http://cdn.bulbagarden.net/upload/8/81/663MS.png","Fire/Flying","Fire","Flying","3′11″",1.2,54,24.5,17,83.1666666666667
"['Shield Dust', 'Compoundeyes', 'Friend Guard']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,35,3840,70,200,255,"Scatterdust Pokémon",40,1000000,38,"Kofukimushiコフキムシ","Scatterbug",50,664,27,25,35,6,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/664.png","http://cdn.bulbagarden.net/upload/e/e0/664MS.png","Bug","Bug","","1′00″",0.3,5.5,2.5,27.8,33.3333333333333
"['Shed Skin', 'Friend Guard']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,22,3840,70,213,120,"Scatterdust Pokémon",60,1000000,45,"Kofuuraiコフーライ","Spewpa",50,665,27,30,29,6,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/665.png","http://cdn.bulbagarden.net/upload/8/8e/665MS.png","Bug","Bug","","1′00″",0.3,18.5,8.4,93.3,35.5
"['Shield Dust', 'Compoundeyes', 'Friend Guard']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,52,3840,70,411,45,"Scale Pokémon",50,1000000,80,"Viviyonビビヨン","Vivillon",50,666,90,50,89,6,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/666.png","http://cdn.bulbagarden.net/upload/c/c5/666MS.png","Bug/Flying","Bug","Flying","3′11″",1.2,37.5,17,11.8,68.5
"['Rivalry', 'Unnerve', 'Moxie']",0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,50,5120,70,369,220,"Lion Cub Pokémon",58,1059860,62,"Shishikoシシコ","Litleo",11.2,667,73,54,72,6,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/667.png","http://cdn.bulbagarden.net/upload/8/80/667MS.png","Fire/Normal","Fire","Normal","2′00″",0.6,29.8,13.5,37.5,61.5
"['Rivalry', 'Unnerve', 'Moxie']",0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,68,5120,70,507,65,"Royal Pokémon",72,1059860,86,"Kaenjishiカエンジシ","Pyroar",11.2,668,109,66,106,6,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/668.png","http://cdn.bulbagarden.net/upload/0/0c/668MS.png","Fire/Normal","Fire","Normal","4′11″",1.5,179.7,81.5,36.2,84.5
"['Flower Veil', 'Symbiosis']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,38,5120,70,303,225,"Single Bloom Pokémon",39,1000000,44,"Flabebeフラベベ","Flabébé",0,669,61,79,42,6,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/669.png","http://cdn.bulbagarden.net/upload/3/38/669MS.png","Fairy","Fairy","","0′04″",0.1,0.2,0.1,10,50.5
"['Flower Veil', 'Symbiosis']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,65,5120,70,551,120,"Fairy Pokémon",67,1000000,74,"Floetteフラエッテ","Floette",0,670,125,128,92,6,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/670.png","http://cdn.bulbagarden.net/upload/0/04/670MS.png","Fairy","Fairy","","0′08″",0.2,2,0.9,22.5,91.8333333333333
"['Flower Veil', 'Symbiosis']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,65,5120,70,552,45,"Garden Pokémon",68,1000000,78,"Florgesフラージェス","Florges",0,671,112,154,75,6,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/671.png","http://cdn.bulbagarden.net/upload/e/ea/671MS.png","Fairy","Fairy","","3′07″",1.1,22,10,8.3,92
"['Sap Sipper', 'Grass Pelt']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,65,5120,70,350,200,"Mount Pokémon",48,1000000,66,"Meecleメェークル","Skiddo",50,672,62,57,52,6,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/672.png","http://cdn.bulbagarden.net/upload/0/04/672MS.png","Grass","Grass","","2′11″",0.9,68.3,31,38.3,58.3333333333333
"['Sap Sipper', 'Grass Pelt']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,100,5120,70,531,45,"Mount Pokémon",62,1000000,123,"Gogoatゴーゴート","Gogoat",50,673,97,81,68,6,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/673.png","http://cdn.bulbagarden.net/upload/7/71/673MS.png","Grass","Grass","","5′07″",1.7,200.6,91,31.5,88.5
"['Iron Fist', 'Mold Breaker', 'Scrappy']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,82,6400,70,348,220,"Playful Pokémon",62,1000000,67,"Yanchamヤンチャム","Pancham",50,674,46,48,43,6,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/674.png","http://cdn.bulbagarden.net/upload/f/f8/674MS.png","Fighting","Fighting","","2′00″",0.6,17.6,8,22.2,58
"['Iron Fist', 'Mold Breaker', 'Scrappy']",1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,124,6400,70,495,65,"Daunting Pokémon",78,1000000,95,"Gorondaゴロンダ","Pangoro",50,675,69,71,58,6,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/675.png","http://cdn.bulbagarden.net/upload/3/39/675MS.png","Fighting/Dark","Fighting","Dark","6′11″",2.1,299.8,136,30.8,82.5
"['Fur Coat']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,5120,70,472,160,"Poodle Pokémon",60,1000000,75,"Trimmienトリミアン","Furfrou",50,676,65,90,102,6,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/676.png","http://cdn.bulbagarden.net/upload/c/c4/676MS.png","Normal","Normal","","3′11″",1.2,61.7,28,19.4,78.6666666666667
"['Keen Eye', 'Infiltrator', 'Own Tempo']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,48,5120,70,355,190,"Restraint Pokémon",54,1000000,62,"Nyasperニャスパー","Espurr",50,677,63,60,68,6,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/677.png","http://cdn.bulbagarden.net/upload/2/21/677MS.png","Psychic","Psychic","","1′00″",0.3,7.7,3.5,38.9,59.1666666666667
"['Keen Eye', 'Infiltrator', 'Prankster', 'Competitive']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,48,5120,70,466,75,"Constraint Pokémon",76,1000000,74,"Nyaonixニャオニクス","Meowstic",50,678,83,81,104,6,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/678.png","http://cdn.bulbagarden.net/upload/7/70/678MS.png","Psychic","Psychic","","2′00″",0.6,18.7,8.5,23.6,77.6666666666667
"['No Guard']",0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,80,5120,70,325,180,"Sword Pokémon",100,1000000,45,"Hitotsukiヒトツキ","Honedge",50,679,35,37,28,6,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/679.png","http://cdn.bulbagarden.net/upload/0/04/679MS.png","Steel/Ghost","Steel","Ghost","2′07″",0.8,4.4,2,3.1,54.1666666666667
"['No Guard']",0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,110,5120,70,448,90,"Sword Pokémon",150,1000000,59,"Nidangillニダンギル","Doublade",50,680,45,49,35,6,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/680.png","http://cdn.bulbagarden.net/upload/a/a0/680MS.png","Steel/Ghost","Steel","Ghost","2′07″",0.8,9.9,4.5,7,74.6666666666667
"['Stance Change']",0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,150,5120,70,520,45,"Royal Sword Pokémon",50,1000000,60,"Gillgardギルガルド","Aegislash",50,681,150,50,60,6,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/681.png","http://cdn.bulbagarden.net/upload/3/37/681MS.png","Steel/Ghost","Steel","Ghost","5′07″",1.7,116.8,53,18.3,86.6666666666667
"['Healer', 'Aroma Veil']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,52,5120,70,341,200,"Perfume Pokémon",60,1000000,78,"Shushupuシュシュプ","Spritzee",50,682,63,65,23,6,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/682.png","http://cdn.bulbagarden.net/upload/4/47/682MS.png","Fairy","Fairy","","0′08″",0.2,1.1,0.5,12.5,56.8333333333333
"['Healer', 'Aroma Veil']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,72,5120,70,462,140,"Fragrance Pokémon",72,1000000,101,"Frefuwanフレフワン","Aromatisse",50,683,99,89,29,6,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/683.png","http://cdn.bulbagarden.net/upload/b/b3/683MS.png","Fairy","Fairy","","2′07″",0.8,34.2,15.5,24.2,77
"['Sweet Veil', 'Unburden']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,48,5120,70,341,200,"Cotton Candy Pokémon",66,1000000,62,"Peroppafuペロッパフ","Swirlix",50,684,59,57,49,6,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/684.png","http://cdn.bulbagarden.net/upload/c/c0/684MS.png","Fairy","Fairy","","1′04″",0.4,7.7,3.5,21.9,56.8333333333333
"['Sweet Veil', 'Unburden']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,80,5120,70,480,140,"Meringue Pokémon",86,1000000,82,"Peroreamペロリーム","Slurpuff",50,685,85,75,72,6,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/685.png","http://cdn.bulbagarden.net/upload/c/cd/685MS.png","Fairy","Fairy","","2′07″",0.8,11,5,7.8,80
"['Contrary', 'Suction Cups', 'Infiltrator']",4,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,54,5120,70,288,190,"Revolving Pokémon",53,1000000,53,"Maaiikaマーイーカ","Inkay",50,686,37,46,45,6,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/686.png","http://cdn.bulbagarden.net/upload/6/63/686MS.png","Dark/Psychic","Dark","Psychic","1′04″",0.4,7.7,3.5,21.9,48
"['Contrary', 'Suction Cups', 'Infiltrator']",4,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,92,5120,70,482,80,"Overturning Pokémon",88,1000000,86,"Calamaneroカラマネロ","Malamar",50,687,68,75,73,6,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/687.png","http://cdn.bulbagarden.net/upload/8/89/687MS.png","Dark/Psychic","Dark","Psychic","4′11″",1.5,103.6,47,20.9,80.3333333333333
"['Tough Claws', 'Sniper', 'Pickpocket']",1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,52,5120,70,306,120,"Two-Handed Pokémon",67,1000000,42,"Kameteteカメテテ","Binacle",50,688,39,56,50,6,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/688.png","http://cdn.bulbagarden.net/upload/7/77/688MS.png","Rock/Water","Rock","Water","1′08″",0.5,68.3,31,124,51
"['Tough Claws', 'Sniper', 'Pickpocket']",1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,105,5120,70,500,45,"Collective Pokémon",115,1000000,72,"Gamenodesガメノデス","Barbaracle",50,689,54,86,68,6,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/689.png","http://cdn.bulbagarden.net/upload/a/aa/689MS.png","Rock/Water","Rock","Water","4′03″",1.3,211.6,96,56.8,83.3333333333333
"['Poison Point', 'Poison Touch', 'Adaptability']",0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,60,5120,70,320,225,"Mock Kelp Pokémon",60,1000000,50,"Kuzumoクズモー","Skrelp",50,690,60,60,30,6,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/690.png","http://cdn.bulbagarden.net/upload/4/40/690MS.png","Poison/Water","Poison","Water","1′08″",0.5,16.1,7.3,29.2,53.3333333333333
"['Poison Point', 'Poison Touch', 'Adaptability']",0.5,1,2,0.5,1,0.5,0.5,1,1,0.25,2,2,1,0.5,2,1,1,0.5,75,5120,70,494,55,"Mock Kelp Pokémon",90,1000000,65,"Dramidoroドラミドロ","Dragalge",50,691,97,123,44,6,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/691.png","http://cdn.bulbagarden.net/upload/f/f0/691MS.png","Poison/Dragon","Poison","Dragon","5′11″",1.8,179.7,81.5,25.2,82.3333333333333
"['Mega Launcher']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,53,3840,70,330,225,"Water Gun Pokémon",62,1250000,50,"Udeppouウデッポウ","Clauncher",50,692,58,63,44,6,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/692.png","http://cdn.bulbagarden.net/upload/6/68/692MS.png","Water","Water","","1′08″",0.5,18.3,8.3,33.2,55
"['Mega Launcher']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,73,3840,70,500,55,"Howitzer Pokémon",88,1250000,71,"Blosterブロスター","Clawitzer",50,693,120,89,59,6,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/693.png","http://cdn.bulbagarden.net/upload/d/d8/693MS.png","Water","Water","","4′03″",1.3,77.8,35.3,20.9,83.3333333333333
"['Dry Skin', 'Sand Veil', 'Solar Power']",1,1,1,0.5,1,2,1,0.5,0,1,2,1,1,1,1,1,0.5,1,38,5120,70,289,190,"Generator Pokémon",33,1000000,44,"Erikiteruエリキテル","Helioptile",50,694,61,43,70,6,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/694.png","http://cdn.bulbagarden.net/upload/f/f7/694MS.png","Electric/Normal","Electric","Normal","1′08″",0.5,13.2,6,24,48.1666666666667
"['Dry Skin', 'Sand Veil', 'Solar Power']",1,1,1,0.5,1,2,1,0.5,0,1,2,1,1,1,1,1,0.5,1,55,5120,70,481,75,"Generator Pokémon",52,1000000,62,"Elezardエレザード","Heliolisk",50,695,109,94,109,6,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/695.png","http://cdn.bulbagarden.net/upload/3/3f/695MS.png","Electric/Normal","Electric","Normal","3′03″",1,46.3,21,21,80.1666666666667
"['Strong Jaw', 'Sturdy']",1,1,2,0.5,2,2,0.25,0.5,1,1,2,2,0.5,0.5,1,1,2,1,89,7680,70,362,45,"Royal Heir Pokémon",77,1000000,58,"Chigorasチゴラス","Tyrunt",88.1,696,45,45,48,6,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/696.png","http://cdn.bulbagarden.net/upload/c/c1/696MS.png","Rock/Dragon","Rock","Dragon","2′07″",0.8,57.3,26,40.6,60.3333333333333
"['Strong Jaw', 'Rock Head']",1,1,2,0.5,2,2,0.25,0.5,1,1,2,2,0.5,0.5,1,1,2,1,121,7680,70,521,45,"Despot Pokémon",119,1000000,82,"Gachigorasガチゴラス","Tyrantrum",88.1,697,69,59,71,6,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/697.png","http://cdn.bulbagarden.net/upload/2/29/697MS.png","Rock/Dragon","Rock","Dragon","8′02″",2.5,595.2,270,43.2,86.8333333333333
"['Refrigerate', 'Snow Warning']",1,1,1,1,1,4,1,0.5,1,2,2,0.5,0.5,0.5,1,2,4,2,59,7680,70,362,45,"Tundra Pokémon",50,1000000,77,"Amarusアマルス","Amaura",88.1,698,67,63,46,6,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/698.png","http://cdn.bulbagarden.net/upload/a/a4/698MS.png","Rock/Ice","Rock","Ice","4′03″",1.3,55.6,25.2,14.9,60.3333333333333
"['Refrigerate', 'Snow Warning']",1,1,1,1,1,4,1,0.5,1,2,2,0.5,0.5,0.5,1,2,4,2,77,7680,70,521,45,"Tundra Pokémon",72,1000000,123,"Amarurugaアマルルガ","Aurorus",88.1,699,99,92,58,6,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/699.png","http://cdn.bulbagarden.net/upload/8/8e/699MS.png","Rock/Ice","Rock","Ice","8′10″",2.7,496,225,30.9,86.8333333333333
"['Cute Charm', 'Pixilate']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,65,8960,70,525,45,"Intertwining Pokémon",65,1000000,95,"Nymphiaニンフィア","Sylveon",88.1,700,110,130,60,6,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/700.png","http://cdn.bulbagarden.net/upload/4/49/700MS.png","Fairy","Fairy","","3′03″",1,51.8,23.5,23.5,87.5
"['Limber', 'Unburden', 'Mold Breaker']",0.25,0.5,1,2,2,0.5,1,2,1,0.5,0,2,1,1,2,1,1,1,92,5120,70,500,100,"Wrestling Pokémon",75,1000000,78,"Luchabullルチャブル","Hawlucha",50,701,74,63,118,6,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/701.png","http://cdn.bulbagarden.net/upload/0/04/701MS.png","Fighting/Flying","Fighting","Flying","2′07″",0.8,47.4,21.5,33.6,83.3333333333333
"['Cheek Pouch', 'Pickup', 'Plus']",0.5,0.5,0,0.5,1,0.5,1,0.5,1,1,2,1,1,2,1,1,1,1,58,5120,70,431,180,"Antenna Pokémon",57,1000000,67,"Dedenneデデンネ","Dedenne",50,702,81,67,101,6,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/702.png","http://cdn.bulbagarden.net/upload/4/43/702MS.png","Electric/Fairy","Electric","Fairy","0′08″",0.2,4.9,2.2,55,71.8333333333333
"['Clear Body', 'Sturdy']",0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2,50,6400,70,500,60,"Jewel Pokémon",150,1250000,50,"Melecieメレシー","Carbink",NA,703,50,150,50,6,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/703.png","http://cdn.bulbagarden.net/upload/5/5b/703MS.png","Rock/Fairy","Rock","Fairy","1′00″",0.3,12.6,5.7,63.3,83.3333333333333
"['Sap Sipper', 'Hydration', 'Gooey']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,50,10240,35,300,45,"Soft Tissue Pokémon",35,1250000,45,"Numeraヌメラ","Goomy",50,704,55,75,40,6,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/704.png","http://cdn.bulbagarden.net/upload/5/5d/704MS.png","Dragon","Dragon","","1′00″",0.3,6.2,2.8,31.1,50
"['Sap Sipper', 'Hydration', 'Gooey']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,75,10240,35,452,45,"Soft Tissue Pokémon",53,1250000,68,"Numeilヌメイル","Sliggoo",50,705,83,113,60,6,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/705.png","http://cdn.bulbagarden.net/upload/b/b9/705MS.png","Dragon","Dragon","","2′07″",0.8,38.6,17.5,27.3,75.3333333333333
"['Sap Sipper', 'Hydration', 'Gooey']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,100,10240,35,600,45,"Dragon Pokémon",70,1250000,90,"Numelgonヌメルゴン","Goodra",50,706,110,150,80,6,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/706.png","http://cdn.bulbagarden.net/upload/3/3c/706MS.png","Dragon","Dragon","","6′07″",2,331.8,150.5,37.6,100
"['Prankster', 'Magician']",0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,80,5120,70,470,75,"Key Ring Pokémon",91,800000,57,"Cleffyクレッフィ","Klefki",50,707,80,87,75,6,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/707.png","http://cdn.bulbagarden.net/upload/2/21/707MS.png","Steel/Fairy","Steel","Fairy","0′08″",0.2,6.6,3,75,78.3333333333333
"['Natural Cure', 'Frisk', 'Harvest']",1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,70,5120,70,309,120,"Stump Pokémon",48,1000000,43,"Bokureiボクレー","Phantump",50,708,50,60,38,6,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/708.png","http://cdn.bulbagarden.net/upload/e/e2/708MS.png","Ghost/Grass","Ghost","Grass","1′04″",0.4,15.4,7,43.8,51.5
"['Natural Cure', 'Frisk', 'Harvest']",1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,110,5120,70,474,60,"Elder Tree Pokémon",76,1000000,85,"Ohrotオーロット","Trevenant",50,709,65,82,56,6,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/709.png","http://cdn.bulbagarden.net/upload/f/ff/709MS.png","Ghost/Grass","Ghost","Grass","4′11″",1.5,156.5,71,31.6,79
"['Pickup', 'Frisk', 'Insomnia']",1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,66,5120,70,335,120,"Pumpkin Pokémon",70,1000000,59,"Bakecchaバケッチャ","Pumpkaboo",50,710,44,55,41,6,FALSE,"http://raw.githubusercontent.com/gabrielvcbessa/sprites/master/sprites/pokemon/710.png","http://cdn.bulbagarden.net/upload/5/5e/710MS.png","Ghost/Grass","Ghost","Grass","1′04″",0.4,11,5,31.3,55.8333333333333
